,uniprot1,uniprot2,symbol1,symbol2,methods,pids,ndb,dbs,exp,go1,go2
228,P09874,Q92793,PARP1,CREBBP,"enzymatic study, imaging technique","16204234, 25306110",2,"biogrid, iid-ortho, iid-pred","exp, ortho, pred","GO:0044030, GO:0006294, GO:0006296, GO:0006293, GO:0032042, GO:0006471, GO:0051287, GO:0034644, GO:0019899, GO:2001170, GO:1903827, GO:0000724, GO:0023019, GO:0042769, GO:0000784, GO:0070911, GO:0003677, GO:0032869, GO:0003950, GO:0043504, GO:0000715, GO:0007005, GO:0000723, GO:0016020, GO:0071294, GO:0006302, GO:0000122, GO:0030331, GO:0018312, GO:0005634, GO:0005635, GO:0033683, GO:0005739, GO:0005654, GO:0030225, GO:0045944, GO:0070412, GO:0006366, GO:1904646, GO:1990404, GO:0042826, GO:0010332, GO:0042802, GO:0000977, GO:0006915, GO:0005667, GO:1903518, GO:0006281, GO:0008134, GO:0050790, GO:0033148, GO:0006974, GO:1904357, GO:0036211, GO:0070212, GO:1901216, GO:0032991, GO:0034599, GO:0007179, GO:0010613, GO:1900182, GO:1904044, GO:0032993, GO:0047485, GO:0016540, GO:0005730, GO:0060391, GO:0010990, GO:0019901, GO:0051901, GO:0003723, GO:0005515, GO:0001228, GO:1904762, GO:1990966, GO:1903376, GO:2000679, GO:0008270","GO:0008589, GO:0003713, GO:0006473, GO:0045747, GO:0042592, GO:0007165, GO:0034212, GO:0034644, GO:0001666, GO:0042981, GO:1904837, GO:0005737, GO:0005654, GO:0001191, GO:0007219, GO:0000123, GO:0000122, GO:0001078, GO:0005634, GO:0004402, GO:0065003, GO:0048511, GO:0006367, GO:0000987, GO:0002223, GO:0016573, GO:0019216, GO:0008134, GO:0018076, GO:0007221, GO:0000790, GO:0016604, GO:0045893, GO:0001102, GO:0031648, GO:0001085, GO:0042733, GO:0061418, GO:0043426, GO:0003700, GO:1900034, GO:0032481, GO:0003684, GO:0006355, GO:0016407, GO:0045944, GO:0005515, GO:0016032, GO:0003682, GO:0002039, GO:0045637, GO:0008270"
229,Q8IY18,Q96LX8,SMC5,ZNF597,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0035061, GO:0000781, GO:0051301, GO:0007062, GO:0016607, GO:0000722, GO:0016605, GO:0006303, GO:0000724, GO:0005634, GO:0000803, GO:0030915, GO:0005654, GO:0030054, GO:0005524, GO:0006281, GO:0006974, GO:0051984, GO:0034184, GO:0035861, GO:0090398, GO:0005515","GO:0043565, GO:0003700, GO:0005634, GO:0048856, GO:0005654, GO:0006357, GO:0045944, GO:0006351, GO:0003677, GO:0045892, GO:0046872, GO:0000981, GO:0045893"
231,P07992,Q9H6Y5,ERCC1,MAGIX,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0006295, GO:0008022, GO:0006296, GO:0035264, GO:0006293, GO:0048568, GO:0035166, GO:0008584, GO:0009650, GO:1905765, GO:0000784, GO:0000109, GO:0003677, GO:0006949, GO:1990599, GO:0010165, GO:0001094, GO:0000720, GO:0006303, GO:0006281, GO:0033683, GO:0005654, GO:0046686, GO:0048477, GO:0003697, GO:0006310, GO:0045190, GO:0006283, GO:0008283, GO:0007584, GO:0006312, GO:0006289, GO:0006974, GO:0005669, GO:0007283, GO:0010259, GO:0019904, GO:0000110, GO:0061819, GO:0006979, GO:0090656, GO:0000014, GO:0009744, GO:0001302, GO:0032205, GO:0000710, GO:0036297, GO:0003684, GO:0035902, GO:0070914, GO:0005515, GO:0070522, GO:1904431, GO:0005829, GO:0070911",
232,P05067,Q96AY2,APP,EME1,"affinity chromatography technology, protein array, pull down","21832049, 28514442",2,"biogrid, innatedb",exp,"GO:1990535, GO:0007409, GO:0007617, GO:0007612, GO:0016358, GO:0005788, GO:0007611, GO:0031594, GO:0030111, GO:0050808, GO:0051563, GO:1905598, GO:0090647, GO:0007219, GO:0016021, GO:0002265, GO:0006979, GO:0045665, GO:0031904, GO:0005794, GO:0005796, GO:0005791, GO:0005790, GO:0007176, GO:0010971, GO:0006378, GO:0010800, GO:0043235, GO:0042327, GO:1900273, GO:1900272, GO:0050730, GO:0005829, GO:0071320, GO:0016199, GO:0010468, GO:0030198, GO:1902004, GO:0032640, GO:0010629, GO:0010628, GO:0003677, GO:0048169, GO:1990812, GO:0044267, GO:0032092, GO:0046914, GO:0008088, GO:0001967, GO:2000406, GO:2000310, GO:0048471, GO:0007186, GO:0007626, GO:0035253, GO:0071874, GO:0051233, GO:1990761, GO:0014005, GO:0006897, GO:0050885, GO:0005641, GO:0150003, GO:0051124, GO:0050803, GO:0048143, GO:0019899, GO:0010951, GO:0005905, GO:0008542, GO:0005737, GO:0045177, GO:0031093, GO:0051247, GO:1904646, GO:1903980, GO:0042802, GO:0008285, GO:0010288, GO:0035235, GO:0043687, GO:0009987, GO:0016322, GO:0032588, GO:0005911, GO:0004867, GO:0051425, GO:0008201, GO:0008203, GO:0051092, GO:0051091, GO:0061890, GO:0098815, GO:0097449, GO:0045944, GO:0005515, GO:0005102, GO:0070374, GO:1990090, GO:0033138, GO:0031175, GO:1901224, GO:0045202, GO:0030134, GO:0006878, GO:0044304, GO:0005615, GO:0002576, GO:0030424, GO:0009986, GO:0045931, GO:0006468, GO:0045087, GO:0048669, GO:0016504, GO:0051402, GO:0005887, GO:0005886, GO:0007155, GO:1990000, GO:0010952, GO:0008344, GO:0070062, GO:0040014, GO:0043197, GO:0070851, GO:0043198, GO:0045121, GO:0046330, GO:0005576, GO:0030900, GO:0006417, GO:1905908, GO:0005768, GO:0001934","GO:0005720, GO:0005654, GO:0006302, GO:0006281, GO:0000712, GO:0005730, GO:0072429, GO:0004520, GO:0036297, GO:0006974, GO:0090305, GO:0000790, GO:0005515, GO:0003677, GO:0008821, GO:0046872, GO:0031297, GO:0048476, GO:0031573"
233,Q05D60,Q0VG06,DEUP1,FAAP100,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0098535, GO:0030030, GO:0005814, GO:0098536, GO:0007099, GO:0005515, GO:0042802, GO:1903251","GO:0005654, GO:0045111, GO:0006281, GO:0005829, GO:0036297, GO:0006974, GO:0005515, GO:0003677, GO:0043240"
234,P13010,Q13950,XRCC5,RUNX2,affinity chromatography technology,"12145306, 12145311",2,"bci, biogrid, hprd, iid-pred","exp, pred","GO:0006351, GO:0008022, GO:0060218, GO:0071480, GO:0071481, GO:0042493, GO:0005886, GO:0045860, GO:0000783, GO:0044877, GO:0000784, GO:0003677, GO:0043085, GO:0000723, GO:1990830, GO:0006302, GO:0005730, GO:0075713, GO:0005634, GO:0016020, GO:0032212, GO:0071475, GO:0050769, GO:0005654, GO:0004003, GO:0003690, GO:0003691, GO:0032508, GO:0005524, GO:0051973, GO:0043564, GO:0071398, GO:0048660, GO:0008283, GO:0042162, GO:0045087, GO:0006974, GO:0032481, GO:0045892, GO:0034774, GO:0006303, GO:0006281, GO:0051575, GO:0006310, GO:0044212, GO:0031625, GO:0032991, GO:0007420, GO:0032993, GO:0003684, GO:0032204, GO:0005829, GO:1990904, GO:0043312, GO:0070198, GO:0002218, GO:0005576, GO:0003723, GO:0005515, GO:0070419, GO:1904430, GO:0008047","GO:0001503, GO:0048469, GO:0030509, GO:0001077, GO:0043425, GO:0001649, GO:0070491, GO:0048863, GO:0005634, GO:0042487, GO:0005654, GO:0032332, GO:0005667, GO:0006367, GO:0002063, GO:0045669, GO:0005524, GO:0008284, GO:0048701, GO:1901522, GO:0030182, GO:0030217, GO:0002076, GO:0045879, GO:0035115, GO:0000790, GO:0045892, GO:0045893, GO:0040036, GO:0042475, GO:0001958, GO:0003700, GO:0005829, GO:0019904, GO:0045595, GO:0002051, GO:0006357, GO:0045944, GO:0000981, GO:0005515, GO:0030097, GO:0000978, GO:0003682, GO:0071773"
235,P83916,Q99728,CBX1,BARD1,"pull down, tandem affinity purification","21888893, 25634209",2,"biogrid, intact",exp,"GO:0005720, GO:0005721, GO:0005819, GO:0001939, GO:0001940, GO:0005634, GO:0019899, GO:0010369, GO:0005654, GO:0000785, GO:0000784, GO:0005515, GO:1990226, GO:0045892, GO:0003682, GO:0000775, GO:0042803","GO:0036464, GO:0005737, GO:0043065, GO:0006303, GO:0031436, GO:0016567, GO:0000729, GO:0005654, GO:0043066, GO:0006260, GO:0070531, GO:0046872, GO:0016579, GO:0042803, GO:0016607, GO:0006281, GO:0007050, GO:0019900, GO:0001894, GO:0004842, GO:0042325, GO:0006974, GO:0031441, GO:0000151, GO:0046826, GO:0045732, GO:0085020, GO:0003723, GO:0005515, GO:0046982, GO:0005634"
236,P05067,Q96FI4,APP,NEIL1,pull down,"21244100, 21832049",2,biogrid,exp,"GO:1990535, GO:0007409, GO:0007617, GO:0007612, GO:0016358, GO:0005788, GO:0007611, GO:0031594, GO:0030111, GO:0050808, GO:0051563, GO:1905598, GO:0090647, GO:0007219, GO:0016021, GO:0002265, GO:0006979, GO:0045665, GO:0031904, GO:0005794, GO:0005796, GO:0005791, GO:0005790, GO:0007176, GO:0010971, GO:0006378, GO:0010800, GO:0043235, GO:0042327, GO:1900273, GO:1900272, GO:0050730, GO:0005829, GO:0071320, GO:0016199, GO:0010468, GO:0030198, GO:1902004, GO:0032640, GO:0010629, GO:0010628, GO:0003677, GO:0048169, GO:1990812, GO:0044267, GO:0032092, GO:0046914, GO:0008088, GO:0001967, GO:2000406, GO:2000310, GO:0048471, GO:0007186, GO:0007626, GO:0035253, GO:0071874, GO:0051233, GO:1990761, GO:0014005, GO:0006897, GO:0050885, GO:0005641, GO:0150003, GO:0051124, GO:0050803, GO:0048143, GO:0019899, GO:0010951, GO:0005905, GO:0008542, GO:0005737, GO:0045177, GO:0031093, GO:0051247, GO:1904646, GO:1903980, GO:0042802, GO:0008285, GO:0010288, GO:0035235, GO:0043687, GO:0009987, GO:0016322, GO:0032588, GO:0005911, GO:0004867, GO:0051425, GO:0008201, GO:0008203, GO:0051092, GO:0051091, GO:0061890, GO:0098815, GO:0097449, GO:0045944, GO:0005515, GO:0005102, GO:0070374, GO:1990090, GO:0033138, GO:0031175, GO:1901224, GO:0045202, GO:0030134, GO:0006878, GO:0044304, GO:0005615, GO:0002576, GO:0030424, GO:0009986, GO:0045931, GO:0006468, GO:0045087, GO:0048669, GO:0016504, GO:0051402, GO:0005887, GO:0005886, GO:0007155, GO:1990000, GO:0010952, GO:0008344, GO:0070062, GO:0040014, GO:0043197, GO:0070851, GO:0043198, GO:0045121, GO:0046330, GO:0005576, GO:0030900, GO:0006417, GO:1905908, GO:0005768, GO:0001934","GO:0005737, GO:0003906, GO:0006284, GO:0006281, GO:0140078, GO:0005634, GO:0008022, GO:0016798, GO:0032074, GO:0045008, GO:0005654, GO:0006974, GO:0008270, GO:0006289, GO:0003684, GO:0005815, GO:0005694, GO:0006979, GO:0019104"
237,O15360,Q9H9A7,FANCA,RMI1,affinity chromatography technology,"12973351, 22343915",2,biogrid,exp,"GO:0005737, GO:0042127, GO:0051090, GO:0006281, GO:0005634, GO:2000348, GO:0050727, GO:0008585, GO:0036297, GO:0005654, GO:0006974, GO:0065003, GO:0005515, GO:0045589, GO:0008584, GO:0043240, GO:0007140","GO:0016604, GO:0005515, GO:0009749, GO:0005654, GO:0042593, GO:0006260, GO:0002023, GO:0035264, GO:0000166"
238,O95721,Q0VG06,SNAP29,FAAP100,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0006906, GO:0006903, GO:0061025, GO:0005484, GO:0000139, GO:0031201, GO:0005737, GO:0005813, GO:0006887, GO:0005776, GO:0035577, GO:0005654, GO:0020018, GO:0097352, GO:0016240, GO:0060271, GO:0016082, GO:0019905, GO:0005886, GO:0000421, GO:0005829, GO:0043312, GO:0031629, GO:0098793, GO:0005515, GO:0015031","GO:0005654, GO:0045111, GO:0006281, GO:0005829, GO:0036297, GO:0006974, GO:0005515, GO:0003677, GO:0043240"
239,Q12899,Q96SD1,TRIM26,DCLRE1C,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0051091, GO:0005829, GO:0046597, GO:1902187, GO:0045087, GO:0005575, GO:0060333, GO:0016740, GO:0008270, GO:0005515, GO:0003677, GO:0046872, GO:0005634","GO:0000014, GO:0031848, GO:0008409, GO:0006303, GO:0005794, GO:0004519, GO:0030183, GO:0036297, GO:0006974, GO:0090305, GO:0033151, GO:0000784, GO:0005515, GO:0035312, GO:0010212, GO:0006281, GO:0070419, GO:0005654, GO:0003684, GO:0002250"
240,P38398,P49790,BRCA1,NUP153,"affinity chromatography technology, unspecified method","14578343, 26831064",2,biogrid,exp,"GO:0006633, GO:1902042, GO:0035066, GO:0035067, GO:1990904, GO:0044030, GO:0050681, GO:0033147, GO:0019899, GO:0008274, GO:0010628, GO:0008270, GO:0045766, GO:0003677, GO:0005634, GO:0042981, GO:0044818, GO:0005737, GO:0005654, GO:0006349, GO:0070063, GO:0006302, GO:0006301, GO:0000724, GO:0071356, GO:0006978, GO:0000729, GO:0003713, GO:0000800, GO:0071158, GO:0070512, GO:0085020, GO:0006260, GO:0031398, GO:0070531, GO:0007098, GO:0043009, GO:0005694, GO:0006303, GO:0042127, GO:0072425, GO:2000378, GO:2000620, GO:0005515, GO:0006281, GO:0006357, GO:0006915, GO:0006974, GO:0045892, GO:0070317, GO:0046600, GO:0005886, GO:0043627, GO:0051571, GO:0051572, GO:0051573, GO:0051574, GO:2000617, GO:0071681, GO:0010212, GO:0044212, GO:0031625, GO:0032991, GO:0008630, GO:0009048, GO:0004842, GO:0016579, GO:0010575, GO:0030521, GO:0015631, GO:0000151, GO:0003684, GO:0016567, GO:0051865, GO:0045944, GO:0006351, GO:0007059, GO:0003723, GO:0031436, GO:0045739, GO:0006359, GO:0045717, GO:0045893","GO:0046718, GO:0042405, GO:0003677, GO:0005487, GO:0034399, GO:0005730, GO:0044615, GO:0044613, GO:0043657, GO:0075732, GO:0005654, GO:0046832, GO:0046872, GO:0006405, GO:0042802, GO:0017056, GO:0016032, GO:0008139, GO:0031965, GO:0006606, GO:0051292, GO:0005643, GO:0005829, GO:0043495, GO:0006406, GO:0005515"
241,P49959,Q8IW50,MRE11,FAM219A,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0008022, GO:0033674, GO:0042138, GO:0004520, GO:0000781, GO:0090305, GO:0000785, GO:0000784, GO:0003677, GO:0007004, GO:0005737, GO:0008408, GO:0006303, GO:0006302, GO:0000724, GO:0043047, GO:0000729, GO:0006281, GO:0007129, GO:0005654, GO:0031954, GO:0043066, GO:0006260, GO:0030870, GO:0003690, GO:0007062, GO:0042802, GO:0000723, GO:0006284, GO:0005515, GO:0008283, GO:0004003, GO:0032508, GO:0031860, GO:0016605, GO:0030145, GO:0006974, GO:0032481, GO:0032876, GO:0007131, GO:0031573, GO:0006310, GO:0000014, GO:0003691, GO:0004518, GO:0035861, GO:0005829, GO:0032206, GO:0000019, GO:0045296, GO:0097552, GO:0016032, GO:0004519, GO:0007095, GO:0005634",
242,P09874,Q96A37,PARP1,RNF166,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0044030, GO:0006294, GO:0006296, GO:0006293, GO:0032042, GO:0006471, GO:0051287, GO:0034644, GO:0019899, GO:2001170, GO:1903827, GO:0000724, GO:0023019, GO:0042769, GO:0000784, GO:0070911, GO:0003677, GO:0032869, GO:0003950, GO:0043504, GO:0000715, GO:0007005, GO:0000723, GO:0016020, GO:0071294, GO:0006302, GO:0000122, GO:0030331, GO:0018312, GO:0005634, GO:0005635, GO:0033683, GO:0005739, GO:0005654, GO:0030225, GO:0045944, GO:0070412, GO:0006366, GO:1904646, GO:1990404, GO:0042826, GO:0010332, GO:0042802, GO:0000977, GO:0006915, GO:0005667, GO:1903518, GO:0006281, GO:0008134, GO:0050790, GO:0033148, GO:0006974, GO:1904357, GO:0036211, GO:0070212, GO:1901216, GO:0032991, GO:0034599, GO:0007179, GO:0010613, GO:1900182, GO:1904044, GO:0032993, GO:0047485, GO:0016540, GO:0005730, GO:0060391, GO:0010990, GO:0019901, GO:0051901, GO:0003723, GO:0005515, GO:0001228, GO:1904762, GO:1990966, GO:1903376, GO:2000679, GO:0008270","GO:0046872, GO:0005515"
243,Q15645,Q9BQY4,TRIP13,RHOXF2,"two hybrid, two hybrid array, two hybrid pooling approach, two hybrid prey pooling approach, validated two hybrid","19060904, 25416956",2,"biogrid, intact",exp,"GO:0007144, GO:0007131, GO:0007141, GO:0006302, GO:0005634, GO:0003712, GO:0001556, GO:0006366, GO:0048477, GO:0005524, GO:0006281, GO:1903506, GO:0006974, GO:0007283, GO:0007286, GO:0051598, GO:0007130, GO:0001673, GO:0005694, GO:0042802, GO:0005515, GO:0007094","GO:0043565, GO:0005634, GO:0006357, GO:0010628, GO:0042802, GO:0005515, GO:0000981"
244,O94762,Q7Z478,RECQL5,DHX29,biochemical,"22939629, 26344197",2,biogrid,exp,"GO:0009378, GO:0003677, GO:0003678, GO:0016591, GO:0051304, GO:0051301, GO:0005737, GO:0010165, GO:0000724, GO:0005634, GO:0005654, GO:0006260, GO:0043140, GO:0005694, GO:0042802, GO:0072757, GO:0045930, GO:0034244, GO:0000278, GO:0006281, GO:0032508, GO:0006974, GO:0006310, GO:2000042, GO:0000070, GO:0005829, GO:0005524, GO:0006259, GO:1990414, GO:0000993","GO:0016282, GO:0034459, GO:0045296, GO:0005622, GO:0003723, GO:0006413, GO:0043024, GO:0005524, GO:0003743"
245,Q15645,Q96HA8,TRIP13,WDYHV1,"two hybrid, two hybrid array, two hybrid pooling approach, yeast 2-hybrid","16189514, 19060904",2,"biogrid, hprd, iid-pred, intact","exp, pred","GO:0007144, GO:0007131, GO:0007141, GO:0006302, GO:0005634, GO:0003712, GO:0001556, GO:0006366, GO:0048477, GO:0005524, GO:0006281, GO:1903506, GO:0006974, GO:0007283, GO:0007286, GO:0051598, GO:0007130, GO:0001673, GO:0005694, GO:0042802, GO:0005515, GO:0007094","GO:0070773, GO:0005634, GO:0005829, GO:0006464, GO:0005515"
246,P54727,Q9Y5Y2,RAD23B,NUBP2,biochemical,"22863883, 22939629",2,biogrid,exp,"GO:0006294, GO:0006457, GO:0032434, GO:0048568, GO:0071942, GO:0070911, GO:0031593, GO:0070628, GO:0043161, GO:0005634, GO:0005654, GO:0016579, GO:0003697, GO:0006281, GO:0006289, GO:0006974, GO:0007283, GO:0000502, GO:0005829, GO:0000715, GO:0043130, GO:0005515, GO:0003684","GO:0005829, GO:0051539, GO:0030030, GO:0005634, GO:0005814, GO:0000166, GO:0016226, GO:0005515, GO:0005929, GO:0031616, GO:0046872, GO:0051536, GO:0005524"
247,P03372,Q99728,ESR1,BARD1,affinity chromatography technology,"20060929, 25740706",2,biogrid,exp,"GO:0005794, GO:1903799, GO:0017025, GO:0000981, GO:0005886, GO:0071168, GO:0019899, GO:0008584, GO:0005496, GO:0030111, GO:0001077, GO:0007165, GO:0060065, GO:0010863, GO:0030284, GO:0042981, GO:0060068, GO:0005737, GO:0005654, GO:0032355, GO:0001547, GO:0001093, GO:0030520, GO:0000122, GO:0051897, GO:0005634, GO:0016020, GO:0008270, GO:0050727, GO:0060527, GO:0060523, GO:0006367, GO:0006366, GO:0043124, GO:0060687, GO:0097550, GO:0042802, GO:0006351, GO:0046934, GO:0033146, GO:0030331, GO:0071392, GO:0051117, GO:0008134, GO:0046854, GO:0071391, GO:0008013, GO:0034121, GO:0019901, GO:0030235, GO:0048863, GO:0035327, GO:0045893, GO:0060745, GO:0030518, GO:0043627, GO:0045944, GO:0060749, GO:0043433, GO:0045899, GO:0034056, GO:0051091, GO:0001223, GO:0032991, GO:0006338, GO:0060750, GO:0003700, GO:0016579, GO:0005829, GO:0010629, GO:0003707, GO:0048146, GO:0006355, GO:0006357, GO:0000790, GO:0002064, GO:0005515, GO:0007200, GO:0007204, GO:0000978, GO:0003682, GO:0038052, GO:0016021, GO:0008209","GO:0036464, GO:0005737, GO:0043065, GO:0006303, GO:0031436, GO:0016567, GO:0000729, GO:0005654, GO:0043066, GO:0006260, GO:0070531, GO:0046872, GO:0016579, GO:0042803, GO:0016607, GO:0006281, GO:0007050, GO:0019900, GO:0001894, GO:0004842, GO:0042325, GO:0006974, GO:0031441, GO:0000151, GO:0046826, GO:0045732, GO:0085020, GO:0003723, GO:0005515, GO:0046982, GO:0005634"
248,O60939,Q13535,SCN2B,ATR,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0086006, GO:0086002, GO:0007399, GO:0007268, GO:0086091, GO:0060371, GO:0001518, GO:0017080, GO:2000649, GO:0086012, GO:0046684, GO:0005244, GO:0060048, GO:0035725","GO:0018105, GO:0071480, GO:0034644, GO:0000784, GO:0003677, GO:0046777, GO:0016605, GO:0005634, GO:0032212, GO:0007275, GO:0005654, GO:0004674, GO:0006260, GO:0097695, GO:0097694, GO:0004672, GO:0032407, GO:0032405, GO:1904884, GO:0005794, GO:0006281, GO:0016301, GO:0006974, GO:0008156, GO:0043517, GO:0000077, GO:0005694, GO:0090399, GO:0042493, GO:0036297, GO:0070198, GO:0005524, GO:0005515, GO:1900034"
250,O60341,P38398,KDM1A,BRCA1,"affinity chromatography technology, two hybrid","22990118, 26831064",2,biogrid,exp,"GO:0042551, GO:0071480, GO:1902166, GO:0034720, GO:0061752, GO:0007596, GO:0050681, GO:0019899, GO:1903827, GO:0000784, GO:0034644, GO:0043426, GO:0021987, GO:0016491, GO:0010569, GO:0006482, GO:0034648, GO:0000380, GO:0000122, GO:0004407, GO:0005634, GO:0005654, GO:0043392, GO:0006357, GO:0033184, GO:0033169, GO:0060992, GO:0032454, GO:0055001, GO:0005667, GO:0032091, GO:0042162, GO:0008134, GO:0016575, GO:0045793, GO:0030374, GO:0000790, GO:0050660, GO:0045892, GO:0010976, GO:0046098, GO:0035563, GO:0043433, GO:0055114, GO:0044212, GO:0051091, GO:0032991, GO:1990391, GO:0071320, GO:0032451, GO:0032452, GO:0032453, GO:0045944, GO:0006351, GO:0005515, GO:0003682, GO:0002039, GO:0043518","GO:0006633, GO:1902042, GO:0035066, GO:0035067, GO:1990904, GO:0044030, GO:0050681, GO:0033147, GO:0019899, GO:0008274, GO:0010628, GO:0008270, GO:0045766, GO:0003677, GO:0005634, GO:0042981, GO:0044818, GO:0005737, GO:0005654, GO:0006349, GO:0070063, GO:0006302, GO:0006301, GO:0000724, GO:0071356, GO:0006978, GO:0000729, GO:0003713, GO:0000800, GO:0071158, GO:0070512, GO:0085020, GO:0006260, GO:0031398, GO:0070531, GO:0007098, GO:0043009, GO:0005694, GO:0006303, GO:0042127, GO:0072425, GO:2000378, GO:2000620, GO:0005515, GO:0006281, GO:0006357, GO:0006915, GO:0006974, GO:0045892, GO:0070317, GO:0046600, GO:0005886, GO:0043627, GO:0051571, GO:0051572, GO:0051573, GO:0051574, GO:2000617, GO:0071681, GO:0010212, GO:0044212, GO:0031625, GO:0032991, GO:0008630, GO:0009048, GO:0004842, GO:0016579, GO:0010575, GO:0030521, GO:0015631, GO:0000151, GO:0003684, GO:0016567, GO:0051865, GO:0045944, GO:0006351, GO:0007059, GO:0003723, GO:0031436, GO:0045739, GO:0006359, GO:0045717, GO:0045893"
251,P19447,Q08830,ERCC3,FGL1,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0006294, GO:0008022, GO:0006296, GO:0070911, GO:0006293, GO:0001113, GO:0048568, GO:0001111, GO:0000019, GO:0006366, GO:0000439, GO:0008104, GO:1901990, GO:0016887, GO:0003677, GO:0009650, GO:0008353, GO:0004386, GO:0001666, GO:0035315, GO:0006361, GO:0005634, GO:0033683, GO:0005654, GO:0006265, GO:0006363, GO:0006367, GO:0005675, GO:0006368, GO:0097550, GO:0005524, GO:0006468, GO:0006915, GO:0006283, GO:0006281, GO:0009411, GO:0004003, GO:0008134, GO:0004672, GO:0015616, GO:0006974, GO:0010525, GO:0000112, GO:0006289, GO:0006979, GO:0008094, GO:0047485, GO:0070816, GO:0000717, GO:0006370, GO:0043065, GO:0045944, GO:0005515, GO:0016032, GO:0005669, GO:1903025, GO:0043138, GO:0003684",GO:0005577
252,Q13426,Q92624,XRCC4,APPBP2,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0032807, GO:0008022, GO:0051103, GO:0003677, GO:0010165, GO:0006303, GO:0006302, GO:0075713, GO:0005634, GO:0005654, GO:0042802, GO:0070419, GO:0006281, GO:0006974, GO:0000793, GO:0005958, GO:0016874, GO:0006310, GO:0071285, GO:0005829, GO:0051351, GO:0005515","GO:0005737, GO:0046907, GO:0005634, GO:0005875, GO:0030659, GO:0005515, GO:0005874, GO:0006886, GO:0003777"
253,Q15007,Q6UWZ7,WTAP,ABRAXAS1,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0005737, GO:0016607, GO:0036396, GO:0000381, GO:0080009, GO:0005634, GO:0031965, GO:0005654, GO:0005515, GO:0008380, GO:0007049, GO:0006397","GO:0072425, GO:0005654, GO:0016604, GO:0006303, GO:0006302, GO:0006281, GO:0006325, GO:0005634, GO:0006974, GO:0005515, GO:0031593, GO:0070531, GO:0010212, GO:0045739, GO:0016579"
